n_student,code_module,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_submitted,is_banked,score,assessment_type,date,weight,sum_click
590,GGG,F,South West Region,A Level or Equivalent,80-90%,35-55,0,30,Y,Pass,208.0,0.0,100.0,CMA,229.0,0.0,797.0
591,FFF,M,Ireland,Lower Than A Level,30-40%,35-55,2,90,N,Pass,-1.0,1.0,93.0,CMA,227.0,0.0,1305.0
592,DDD,M,South East Region,Lower Than A Level,80-90%,0-35,1,60,N,Pass,81.0,0.0,97.0,CMA,79.0,3.0,3842.0
593,DDD,F,East Midlands Region,Lower Than A Level,50-60%,0-35,2,120,N,Pass,53.0,0.0,85.0,TMA,53.0,12.5,1121.0
594,FFF,M,North Western Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,201.0,0.0,80.0,CMA,222.0,0.0,6151.0
595,GGG,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,30,N,Pass,124.0,0.0,50.0,TMA,124.0,0.0,351.0
596,GGG,F,South East Region,Lower Than A Level,60-70%,35-55,0,30,N,Pass,213.0,0.0,100.0,CMA,222.0,0.0,1462.0
597,BBB,F,Scotland,HE Qualification,30-40%,35-55,0,60,N,Pass,208.0,0.0,82.0,TMA,208.0,18.0,300.0
598,FFF,M,South East Region,Lower Than A Level,20-30%,0-35,0,90,N,Pass,193.0,0.0,92.0,CMA,227.0,0.0,3856.0
599,FFF,M,South Region,No Formal quals,50-60%,0-35,0,120,N,Pass,144.0,0.0,83.0,CMA,227.0,0.0,3260.0
600,GGG,F,South Region,Lower Than A Level,10-20,0-35,0,30,N,Pass,172.0,0.0,75.0,TMA,173.0,0.0,458.0
601,EEE,M,North Western Region,HE Qualification,60-70%,0-35,0,30,N,Pass,192.0,0.0,89.0,CMA,227.0,0.0,3788.0
602,CCC,M,South East Region,Post Graduate Qualification,40-50%,35-55,0,90,N,Pass,21.0,0.0,100.0,CMA,18.0,2.0,1642.0
603,GGG,F,Yorkshire Region,Lower Than A Level,20-30%,35-55,0,30,N,Pass,51.0,0.0,98.0,TMA,52.0,12.5,8746.0
604,CCC,M,Ireland,HE Qualification,30-40%,35-55,0,60,N,Pass,188.0,0.0,72.0,TMA,200.0,22.0,2628.0
605,FFF,M,London Region,Lower Than A Level,10-20,0-35,0,135,N,Pass,13.0,0.0,91.0,CMA,236.0,0.0,4022.0
606,DDD,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,1,180,N,Pass,117.0,0.0,83.0,CMA,114.0,4.0,1023.0
607,FFF,M,Scotland,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,198.0,0.0,79.0,TMA,199.0,25.0,4820.0
608,CCC,M,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,30,N,Pass,69.0,0.0,100.0,CMA,67.0,7.0,4630.0
609,FFF,F,Scotland,Lower Than A Level,60-70%,35-55,1,120,N,Pass,48.0,0.0,76.0,CMA,222.0,0.0,8335.0
610,BBB,F,South Region,A Level or Equivalent,70-80%,0-35,0,60,Y,Pass,19.0,0.0,83.0,TMA,19.0,5.0,140.0
611,GGG,F,West Midlands Region,Lower Than A Level,0-10%,35-55,0,30,N,Pass,135.0,0.0,100.0,CMA,229.0,0.0,1795.0
612,FFF,M,Yorkshire Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,81.0,0.0,69.0,TMA,74.0,17.5,4679.0
613,BBB,F,South West Region,HE Qualification,70-80%,0-35,0,120,N,Pass,95.0,0.0,100.0,CMA,89.0,1.0,592.0
614,FFF,M,South Region,Lower Than A Level,80-90%,35-55,0,180,N,Pass,35.0,0.0,96.0,CMA,241.0,0.0,7386.0
615,FFF,M,North Region,A Level or Equivalent,30-40%,35-55,0,90,N,Pass,98.0,0.0,96.0,CMA,222.0,0.0,1671.0
616,BBB,F,North Western Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,168.0,0.0,100.0,CMA,166.0,1.0,198.0
617,CCC,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,Y,Pass,124.0,0.0,85.0,TMA,124.0,28.0,7219.0
618,FFF,M,Wales,Lower Than A Level,20-30%,0-35,0,120,N,Pass,52.0,0.0,90.0,TMA,52.0,12.5,4653.0
619,FFF,F,Yorkshire Region,Lower Than A Level,10-20,35-55,2,60,N,Pass,130.0,0.0,58.0,TMA,131.0,25.0,1423.0
620,BBB,M,Yorkshire Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,38.0,0.0,85.0,TMA,40.0,18.0,738.0
621,BBB,F,South East Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,194.0,0.0,15.0,TMA,194.0,18.0,2245.0
622,GGG,F,South Region,Lower Than A Level,20-30%,0-35,0,30,N,Pass,58.0,0.0,65.0,TMA,61.0,0.0,1030.0
623,BBB,M,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,102.0,0.0,100.0,CMA,96.0,1.0,1127.0
624,DDD,M,Wales,HE Qualification,50-60%,0-35,0,60,N,Pass,116.0,0.0,81.0,TMA,116.0,20.0,502.0
625,CCC,M,East Anglian Region,HE Qualification,30-40%,0-35,0,60,N,Pass,131.0,0.0,74.0,TMA,131.0,25.0,4037.0
626,BBB,F,South Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,130.0,0.0,72.0,TMA,131.0,18.0,429.0
627,EEE,M,South Region,Lower Than A Level,90-100%,35-55,0,60,Y,Pass,139.0,0.0,77.0,CMA,137.0,8.0,3150.0
628,FFF,F,South Region,HE Qualification,90-100%,35-55,0,60,N,Pass,51.0,0.0,94.0,TMA,52.0,12.5,5266.0
629,BBB,F,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,47.0,0.0,74.0,TMA,47.0,18.0,775.0
630,GGG,F,North Western Region,Lower Than A Level,20-30%,35-55,0,30,N,Pass,122.0,0.0,75.0,TMA,124.0,0.0,647.0
631,DDD,M,North Western Region,Lower Than A Level,20-30%,0-35,0,120,N,Pass,173.0,0.0,72.0,CMA,170.0,3.0,1088.0
632,GGG,F,South West Region,A Level or Equivalent,50-60%,0-35,0,30,N,Pass,128.0,0.0,85.0,TMA,124.0,0.0,557.0
633,GGG,M,South West Region,Lower Than A Level,60-70%,35-55,0,30,N,Pass,108.0,0.0,65.0,TMA,117.0,0.0,776.0
634,FFF,M,Ireland,HE Qualification,80-90%,0-35,0,60,N,Pass,50.0,0.0,84.0,TMA,52.0,12.5,5664.0
635,BBB,F,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,18.0,0.0,78.0,TMA,19.0,5.0,558.0
636,BBB,F,Wales,HE Qualification,20-30%,35-55,0,60,N,Pass,84.0,0.0,80.0,CMA,82.0,1.0,183.0
637,FFF,M,Scotland,Lower Than A Level,50-60%,0-35,0,120,N,Pass,221.0,0.0,68.0,CMA,222.0,0.0,2653.0
638,CCC,M,East Midlands Region,Lower Than A Level,90-100%,0-35,0,30,N,Pass,72.0,0.0,85.0,TMA,68.0,28.0,4176.0
639,CCC,M,Scotland,Lower Than A Level,60-70%,35-55,0,60,N,Pass,244.0,0.0,52.0,Exam,128.2432009680228,100.0,1370.0
640,CCC,M,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,24.0,0.0,83.0,TMA,25.0,10.0,1295.0
641,FFF,M,North Region,Lower Than A Level,30-40%,0-35,0,90,N,Pass,238.0,0.0,93.0,CMA,241.0,0.0,3346.0
642,BBB,F,North Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,20.0,0.0,60.0,TMA,19.0,5.0,756.0
643,FFF,M,East Midlands Region,Lower Than A Level,10-20,35-55,1,90,N,Pass,46.0,0.0,78.0,TMA,47.0,12.5,3989.0
644,FFF,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,180,N,Pass,70.0,0.0,65.0,CMA,222.0,0.0,3758.0
645,EEE,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,30,Y,Pass,33.0,0.0,90.0,TMA,32.0,9.0,2960.0
646,FFF,M,Ireland,HE Qualification,30-40%,35-55,0,60,N,Pass,156.0,0.0,84.0,CMA,241.0,0.0,4348.0
647,BBB,F,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,187.0,0.0,77.0,TMA,187.0,18.0,571.0
648,GGG,F,Scotland,Lower Than A Level,60-70%,0-35,0,30,N,Pass,170.0,0.0,65.0,TMA,173.0,0.0,654.0
649,BBB,F,South East Region,A Level or Equivalent,40-50%,35-55,1,60,N,Pass,56.0,0.0,100.0,CMA,54.0,1.0,5155.0
650,CCC,F,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,90,N,Pass,147.0,0.0,94.0,CMA,144.0,8.0,1645.0
651,CCC,M,Ireland,Lower Than A Level,10-20,35-55,0,60,N,Pass,230.0,0.0,70.0,Exam,128.2432009680228,100.0,6592.0
652,GGG,F,London Region,Lower Than A Level,10-20,0-35,0,90,N,Pass,116.0,0.0,80.0,TMA,117.0,0.0,1313.0
653,BBB,F,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,166.0,0.0,67.0,TMA,166.0,18.0,113.0
654,CCC,M,North Region,Post Graduate Qualification,30-40%,0-35,0,60,N,Pass,32.0,0.0,100.0,TMA,33.0,16.0,4411.0
655,BBB,F,South East Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,46.0,0.0,80.0,TMA,47.0,18.0,994.0
656,BBB,M,North Western Region,Lower Than A Level,0-10%,35-55,0,60,Y,Pass,0.0,0.0,100.0,TMA,19.0,0.0,5645.0
657,DDD,F,Scotland,Lower Than A Level,0-10%,0-35,0,60,N,Pass,52.0,0.0,89.0,TMA,53.0,12.5,2103.0
658,FFF,M,South West Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,37.0,0.0,92.0,CMA,222.0,0.0,2975.0
659,CCC,M,London Region,HE Qualification,40-50%,0-35,0,120,N,Pass,244.0,0.0,100.0,Exam,128.2432009680228,100.0,4407.0
660,FFF,M,South Region,HE Qualification,80-90%,0-35,0,90,N,Pass,45.0,0.0,80.0,TMA,52.0,12.5,2693.0
661,BBB,F,West Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,95.0,0.0,100.0,CMA,89.0,1.0,5618.0
662,FFF,M,North Region,Lower Than A Level,30-40%,0-35,0,120,N,Pass,105.0,0.0,44.0,TMA,96.0,25.0,2643.0
663,DDD,M,North Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,165.0,0.0,8.0,TMA,165.0,20.0,2293.0
664,DDD,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,61.0,0.0,85.0,TMA,62.0,10.0,1325.0
665,DDD,F,Ireland,HE Qualification,90-100%,0-35,0,60,N,Pass,81.0,0.0,72.0,CMA,79.0,3.0,514.0
666,DDD,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,236.0,0.0,82.0,Exam,241.0,100.0,2803.0
667,FFF,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,52.0,0.0,54.0,TMA,52.0,12.5,2773.0
668,EEE,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,30,N,Pass,69.0,0.0,34.0,CMA,67.0,7.0,1465.0
669,DDD,M,Scotland,HE Qualification,90-100%,0-35,0,60,N,Pass,109.0,0.0,45.0,TMA,109.0,22.0,2491.0
670,CCC,F,South East Region,A Level or Equivalent,10-20,0-35,0,90,N,Pass,207.0,0.0,75.0,TMA,207.0,22.0,1687.0
671,CCC,M,North Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,209.0,0.0,100.0,CMA,207.0,8.0,2000.0
672,CCC,F,Scotland,HE Qualification,40-50%,35-55,0,90,N,Pass,115.0,0.0,74.0,TMA,116.0,15.0,11468.0
673,DDD,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,25.0,0.0,57.0,TMA,25.0,10.0,764.0
674,FFF,M,West Midlands Region,HE Qualification,70-80%,35-55,0,60,N,Pass,174.0,0.0,77.0,CMA,236.0,0.0,3080.0
675,FFF,M,South Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,198.0,0.0,88.0,TMA,199.0,25.0,5538.0
676,GGG,F,North Western Region,Lower Than A Level,0-10%,0-35,0,30,N,Pass,209.0,0.0,80.0,CMA,222.0,0.0,428.0
677,GGG,F,West Midlands Region,Lower Than A Level,40-50%,35-55,0,30,Y,Pass,110.0,0.0,44.0,TMA,117.0,0.0,598.0
678,EEE,M,Scotland,HE Qualification,80-90%,0-35,0,60,N,Pass,60.0,0.0,92.0,TMA,68.0,28.0,2031.0
679,BBB,F,East Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,194.0,0.0,85.0,TMA,194.0,18.0,742.0
680,BBB,F,Scotland,HE Qualification,60-70%,35-55,0,75,Y,Pass,49.0,0.0,100.0,CMA,47.0,1.0,13023.0
681,BBB,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,46.0,0.0,85.0,TMA,47.0,18.0,429.0
682,FFF,M,South Region,Lower Than A Level,50-60%,0-35,0,90,N,Pass,104.0,0.0,75.0,CMA,236.0,0.0,4645.0
683,FFF,F,South West Region,No Formal quals,30-40%,0-35,1,180,N,Pass,131.0,0.0,40.0,TMA,131.0,25.0,1858.0
684,BBB,F,London Region,HE Qualification,40-50%,0-35,0,120,N,Pass,149.0,0.0,56.0,TMA,131.0,18.0,266.0
685,GGG,F,South West Region,Lower Than A Level,40-50%,35-55,0,30,Y,Pass,33.0,0.0,70.0,TMA,61.0,0.0,1325.0
686,FFF,M,South Region,Lower Than A Level,0-10%,0-35,0,120,N,Pass,127.0,0.0,91.0,TMA,131.0,25.0,13746.0
687,BBB,F,Scotland,HE Qualification,10-20,0-35,0,120,N,Pass,95.0,0.0,80.0,CMA,89.0,1.0,911.0
688,DDD,F,Scotland,Lower Than A Level,80-90%,0-35,0,60,N,Pass,200.0,0.0,35.0,TMA,200.0,20.0,838.0
689,EEE,M,London Region,A Level or Equivalent,20-30%,0-35,0,30,N,Pass,31.0,0.0,93.0,TMA,33.0,16.0,567.0
690,BBB,F,Wales,Lower Than A Level,0-10%,0-35,0,60,Y,Pass,189.0,0.0,60.0,CMA,187.0,1.0,721.0
691,FFF,M,North Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,116.0,0.0,84.0,CMA,241.0,0.0,4980.0
692,FFF,M,Wales,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,40.0,0.0,97.0,CMA,241.0,0.0,5423.0
693,CCC,F,London Region,A Level or Equivalent,60-70%,0-35,0,90,N,Pass,244.0,0.0,86.0,Exam,128.2432009680228,100.0,1407.0
694,EEE,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,116.0,0.0,94.0,TMA,117.0,28.0,1566.0
695,GGG,F,South Region,A Level or Equivalent,40-50%,0-35,0,30,Y,Pass,183.0,0.0,55.0,TMA,173.0,0.0,1218.0
696,DDD,M,North Western Region,Lower Than A Level,40-50%,35-55,1,60,Y,Pass,117.0,0.0,38.0,CMA,114.0,4.0,4069.0
697,FFF,F,South Region,A Level or Equivalent,60-70%,0-35,0,120,N,Pass,230.0,0.0,79.0,CMA,236.0,0.0,5165.0
698,FFF,M,North Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,157.0,0.0,94.0,CMA,227.0,0.0,2210.0
699,FFF,M,West Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,49.0,0.0,94.0,TMA,52.0,12.5,6088.0
700,FFF,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,1,90,N,Pass,69.0,0.0,68.0,CMA,236.0,0.0,2572.0
701,BBB,F,Wales,Lower Than A Level,20-30%,0-35,1,60,N,Pass,16.0,0.0,78.0,TMA,19.0,5.0,1558.0
702,FFF,M,Ireland,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,166.0,0.0,86.0,TMA,166.0,25.0,2609.0
703,DDD,M,West Midlands Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,153.0,0.0,60.0,TMA,146.0,25.0,688.0
704,EEE,M,North Western Region,HE Qualification,60-70%,0-35,0,30,N,Pass,159.0,0.0,94.0,TMA,152.0,28.0,637.0
705,BBB,F,South Region,HE Qualification,80-90%,0-35,0,90,N,Pass,80.0,0.0,79.0,TMA,82.0,18.0,1867.0
706,FFF,M,South Region,A Level or Equivalent,90-100%,35-55,0,90,N,Pass,196.0,0.0,63.0,TMA,199.0,25.0,8460.0
707,EEE,M,East Midlands Region,HE Qualification,30-40%,35-55,0,30,N,Pass,158.0,0.0,83.0,TMA,159.0,28.0,3544.0
708,GGG,F,South East Region,Lower Than A Level,30-40%,0-35,0,30,N,Pass,172.0,0.0,78.0,TMA,173.0,0.0,530.0
709,FFF,M,London Region,HE Qualification,10-20,0-35,0,60,N,Pass,128.0,0.0,91.0,CMA,241.0,0.0,3235.0
710,FFF,M,Scotland,Lower Than A Level,60-70%,0-35,0,120,N,Pass,178.0,0.0,68.0,CMA,227.0,0.0,5635.0
711,CCC,M,North Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,219.0,0.0,88.0,CMA,214.0,8.0,1692.0
712,CCC,M,South Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,234.0,0.0,76.0,Exam,128.2432009680228,100.0,5424.0
713,FFF,M,East Midlands Region,Lower Than A Level,40-50%,35-55,0,60,N,Pass,35.0,0.0,83.0,CMA,241.0,0.0,2693.0
714,FFF,M,South West Region,Lower Than A Level,10-20,0-35,0,90,N,Pass,95.0,0.0,84.0,TMA,96.0,25.0,5115.0
715,FFF,F,South Region,Lower Than A Level,40-50%,35-55,1,90,N,Pass,227.0,0.0,82.0,CMA,236.0,0.0,5089.0
716,BBB,F,East Anglian Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass,49.0,0.0,65.0,TMA,61.0,0.0,1022.0
717,FFF,M,North Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,51.0,0.0,98.0,TMA,52.0,12.5,1961.0
718,FFF,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,61.0,0.0,100.0,CMA,222.0,0.0,9394.0
719,FFF,M,Scotland,HE Qualification,30-40%,35-55,0,60,N,Pass,0.0,0.0,80.0,CMA,241.0,0.0,16227.0
720,FFF,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,164.0,0.0,88.0,TMA,166.0,25.0,7366.0
721,BBB,F,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,210.0,0.0,60.0,CMA,208.0,1.0,623.0
722,GGG,F,North Western Region,Lower Than A Level,20-30%,35-55,0,30,N,Pass,198.0,0.0,100.0,CMA,229.0,0.0,1813.0
723,DDD,F,London Region,HE Qualification,20-30%,35-55,1,60,N,Pass,50.0,0.0,78.0,TMA,53.0,12.5,2500.0
724,FFF,M,North Region,HE Qualification,30-40%,35-55,0,60,N,Pass,237.0,0.0,95.0,CMA,236.0,0.0,1617.0
725,EEE,F,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,69.0,0.0,73.0,CMA,67.0,7.0,3184.0
726,BBB,F,Yorkshire Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,102.0,0.0,100.0,CMA,96.0,1.0,1083.0
727,DDD,F,North Region,Post Graduate Qualification,30-40%,35-55,0,70,N,Pass,151.0,0.0,96.0,TMA,151.0,15.0,3468.0
728,FFF,M,Wales,Lower Than A Level,90-100%,0-35,0,120,N,Pass,235.0,0.0,83.0,CMA,241.0,0.0,1852.0
729,BBB,F,Ireland,Lower Than A Level,20-30%,0-35,0,60,N,Pass,12.0,0.0,100.0,TMA,19.0,0.0,919.0
730,BBB,F,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,166.0,0.0,48.0,TMA,166.0,18.0,1381.0
731,FFF,M,London Region,A Level or Equivalent,10-20,0-35,0,120,N,Pass,101.0,0.0,78.0,TMA,94.0,25.0,2293.0
732,CCC,F,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,69.0,0.0,98.0,CMA,67.0,7.0,2534.0
733,BBB,F,Scotland,A Level or Equivalent,80-90%,35-55,0,120,N,Pass,4.0,0.0,1.0,TMA,19.0,0.0,2297.0
734,FFF,F,North Western Region,A Level or Equivalent,10-20,0-35,0,90,N,Pass,150.0,0.0,94.0,TMA,151.0,22.0,2906.0
735,BBB,F,North Western Region,Lower Than A Level,10-20,35-55,0,60,N,Pass,124.0,0.0,65.0,TMA,124.0,18.0,299.0
736,FFF,F,South East Region,A Level or Equivalent,90-100%,35-55,0,120,N,Pass,164.0,0.0,85.0,CMA,241.0,0.0,5111.0
737,EEE,M,London Region,Lower Than A Level,40-50%,35-55,0,30,N,Pass,32.0,0.0,95.0,TMA,33.0,16.0,3168.0
738,BBB,F,South Region,A Level or Equivalent,40-50%,35-55,0,60,Y,Pass,165.0,0.0,74.0,TMA,166.0,18.0,514.0
739,DDD,M,South West Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,52.0,0.0,81.0,TMA,53.0,12.5,744.0
740,BBB,F,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass,200.0,0.0,80.0,CMA,194.0,1.0,769.0
741,DDD,F,North Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,115.0,0.0,86.0,TMA,116.0,15.0,2580.0
742,CCC,M,North Region,A Level or Equivalent,30-40%,0-35,0,30,Y,Pass,178.0,0.0,98.0,TMA,200.0,22.0,971.0
743,GGG,F,North Western Region,Lower Than A Level,40-50%,0-35,0,30,Y,Pass,154.0,0.0,60.0,CMA,229.0,0.0,1653.0
744,CCC,M,London Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,220.0,0.0,71.0,CMA,236.0,0.0,7044.0
745,FFF,F,East Anglian Region,A Level or Equivalent,80-90%,35-55,0,90,N,Pass,220.0,0.0,72.0,CMA,222.0,0.0,2568.0
746,BBB,F,London Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,210.0,0.0,100.0,CMA,208.0,1.0,314.0
747,CCC,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,40.0,0.0,68.0,TMA,32.0,9.0,2062.0
748,FFF,F,London Region,Lower Than A Level,10-20,35-55,0,60,N,Pass,135.0,0.0,86.0,TMA,136.0,25.0,5509.0
749,BBB,F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,120,N,Pass,209.0,0.0,32.0,TMA,208.0,18.0,389.0
750,CCC,M,South Region,HE Qualification,50-60%,0-35,0,60,N,Pass,139.0,0.0,69.0,CMA,137.0,8.0,1317.0
751,FFF,M,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,53.0,0.0,88.0,TMA,52.0,12.5,2766.0
752,DDD,M,London Region,HE Qualification,20-30%,0-35,0,120,N,Pass,117.0,0.0,72.0,TMA,116.0,15.0,1775.0
753,DDD,M,South East Region,Lower Than A Level,50-60%,0-35,0,90,N,Pass,122.0,0.0,68.0,TMA,123.0,20.0,1348.0
754,EEE,F,London Region,HE Qualification,20-30%,0-35,0,30,Y,Pass,219.0,0.0,33.0,CMA,214.0,8.0,2578.0
755,FFF,M,East Anglian Region,Lower Than A Level,90-100%,0-35,0,120,N,Pass,164.0,0.0,95.0,CMA,241.0,0.0,3797.0
756,FFF,M,South Region,No Formal quals,50-60%,0-35,0,120,N,Pass,229.0,0.0,57.0,CMA,227.0,0.0,3260.0
757,FFF,M,North Western Region,A Level or Equivalent,20-30%,0-35,1,60,N,Pass,14.0,0.0,96.0,CMA,222.0,0.0,4912.0
758,BBB,F,South West Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,191.0,0.0,56.0,TMA,201.0,35.0,927.0
759,BBB,F,East Anglian Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,96.0,0.0,83.0,TMA,96.0,18.0,1055.0
760,FFF,M,London Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,37.0,0.0,98.0,CMA,241.0,0.0,5140.0
761,CCC,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,69.0,0.0,84.0,CMA,67.0,7.0,1276.0
762,BBB,F,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,9.0,0.0,100.0,TMA,19.0,0.0,610.0
763,BBB,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,154.0,0.0,80.0,CMA,152.0,1.0,336.0
764,FFF,M,South Region,A Level or Equivalent,50-60%,35-55,0,90,N,Pass,172.0,0.0,90.0,TMA,173.0,25.0,5081.0
765,BBB,F,North Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,95.0,0.0,100.0,CMA,89.0,1.0,1335.0
766,BBB,F,Wales,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,189.0,0.0,60.0,CMA,187.0,1.0,381.0
767,CCC,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,32.0,0.0,90.0,TMA,32.0,9.0,4694.0
768,AAA,M,London Region,Lower Than A Level,40-50%,35-55,0,60,N,Pass,114.0,0.0,78.0,TMA,117.0,20.0,2867.0
769,BBB,F,Ireland,Lower Than A Level,20-30%,35-55,0,60,N,Pass,95.0,0.0,51.0,TMA,96.0,18.0,1578.0
770,BBB,F,North Western Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,84.0,0.0,100.0,CMA,82.0,1.0,267.0
771,FFF,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,96.0,0.0,37.0,TMA,96.0,25.0,4818.0
772,BBB,F,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,116.0,0.0,88.0,TMA,117.0,18.0,658.0
773,DDD,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,80,N,Pass,44.0,0.0,94.0,TMA,53.0,10.0,4826.0
774,FFF,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,124.0,0.0,92.0,CMA,227.0,0.0,2630.0
775,GGG,F,South West Region,A Level or Equivalent,60-70%,35-55,0,30,N,Pass,165.0,0.0,60.0,CMA,222.0,0.0,508.0
776,FFF,F,Yorkshire Region,Lower Than A Level,10-20,35-55,0,60,N,Pass,54.0,0.0,85.0,CMA,222.0,0.0,7744.0
777,FFF,M,South East Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,202.0,0.0,85.0,CMA,227.0,0.0,14890.0
778,FFF,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,120,Y,Pass,70.0,0.0,80.0,CMA,236.0,0.0,4938.0
779,CCC,M,North Western Region,HE Qualification,0-10%,0-35,1,30,N,Pass,219.0,0.0,50.0,CMA,214.0,8.0,1077.0
780,DDD,M,London Region,A Level or Equivalent,90-100%,35-55,1,60,N,Pass,-1.0,1.0,94.0,TMA,74.0,17.5,1531.0
781,GGG,F,Scotland,Lower Than A Level,0-10%,0-35,0,30,Y,Pass,153.0,0.0,100.0,CMA,229.0,0.0,737.0
782,FFF,F,West Midlands Region,A Level or Equivalent,0-10%,35-55,0,60,N,Pass,185.0,0.0,82.0,CMA,236.0,0.0,6514.0
783,BBB,F,South Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,150.0,0.0,85.0,TMA,152.0,18.0,318.0
784,EEE,M,Scotland,HE Qualification,60-70%,0-35,0,215,N,Pass,33.0,0.0,86.0,TMA,33.0,16.0,827.0
785,BBB,F,North Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,150.0,0.0,93.0,TMA,152.0,18.0,329.0
786,CCC,M,Wales,HE Qualification,90-100%,0-35,0,90,N,Pass,207.0,0.0,34.0,TMA,207.0,22.0,1583.0
